Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6,
NL,BG,21,Import,127.85,193.48,234.20,374.50,432.20,538.55,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,22,Import,127.85,193.48,234.20,374.50,432.20,538.55,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,23,Import,127.85,193.48,234.20,374.50,432.20,538.55,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,24,Import,132.37,200.27,243.24,388.09,446.91,555.52,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,25,Import,138.03,210.44,253.44,403.91,462.74,573.64,720.72,777.29,834.98,887.03,983.21,"1,035.25","1,083.90","1,182.32","1,233.25","1,331.68","1,380.33",
NL,BG,26,Import,138.03,210.44,253.44,403.91,462.74,573.64,720.72,777.29,834.98,887.03,983.21,"1,035.25","1,083.90","1,182.32","1,233.25","1,331.68","1,380.33",
NL,BG,27,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,28,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,29,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,30,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,31,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,32,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,33,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,34,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,35,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,36,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,37,Import,149.35,229.68,276.07,436.72,504.61,621.14,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,38,Import,149.35,229.68,276.07,436.72,504.61,621.14,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,39,Import,149.35,229.68,276.07,436.72,504.61,621.14,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,40,Import,132.37,200.27,243.24,388.09,446.91,555.52,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,41,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,42,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,43,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,44,Import,132.37,200.27,243.24,388.09,446.91,555.52,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,45,Import,132.37,200.27,243.24,388.09,446.91,555.52,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,46,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,47,Import,149.35,229.68,276.07,436.72,504.61,621.14,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,48,Import,149.35,229.68,276.07,436.72,504.61,621.14,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,49,Import,149.35,229.68,276.07,436.72,504.61,621.14,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,50,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,51,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,52,Import,141.43,217.23,262.49,416.36,480.85,595.12,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,53,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,54,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,55,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,56,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,57,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,58,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,59,Import,138.03,210.44,253.44,403.91,462.74,573.64,737.68,796.52,855.35,905.14,"1,004.70","1,056.75","1,107.65","1,209.48","1,261.52","1,362.22","1,410.88",
NL,BG,60,Import,138.03,210.44,253.44,403.91,462.74,573.64,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,61,Import,141.43,217.23,262.49,416.36,480.85,595.12,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,62,Import,141.43,217.23,262.49,416.36,480.85,595.12,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,63,Import,141.43,217.23,262.49,416.36,480.85,595.12,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,64,Import,149.35,229.68,276.07,436.72,504.61,621.14,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,65,Import,155.00,236.46,283.98,448.04,519.31,639.26,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,66,Import,149.35,229.68,276.07,436.72,504.61,621.14,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,67,Import,149.35,229.68,276.07,436.72,504.61,621.14,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,68,Import,155.00,236.46,283.98,448.04,519.31,639.26,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,69,Import,155.00,236.46,283.98,448.04,519.31,639.26,772.76,834.98,892.68,942.48,"1,046.56","1,102.00","1,156.31","1,261.52","1,314.71","1,421.06","1,471.97",
NL,BG,70,Import,141.43,217.23,262.49,416.36,480.85,595.12,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,71,Import,141.43,217.23,262.49,416.36,480.85,595.12,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,72,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,73,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,74,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,75,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,76,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,77,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,78,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,79,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,80,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,81,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,82,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,83,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,84,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,85,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,86,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,87,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,88,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,89,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,90,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,91,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,92,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,93,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,94,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,95,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,96,Import,159.54,244.38,291.90,460.49,534.03,656.22,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,97,Import,149.35,229.68,276.07,436.72,504.61,621.14,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,98,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,BG,99,Import,155.00,236.46,283.98,448.04,519.31,639.26,790.86,853.09,909.65,961.70,"1,068.05","1,124.63","1,178.93","1,287.55","1,341.86","1,450.48","1,503.66",
NL,CH,10,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,11,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,12,Import,189.84,264.83,301.16,437.11,492.18,571.87,667.96,678.51,699.60,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,13,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,14,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,15,Import,162.89,213.27,241.40,350.39,394.92,465.23,551.95,570.69,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,16,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,17,Import,162.89,213.27,241.40,350.39,394.92,465.23,551.95,570.69,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,18,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,19,Import,189.84,264.83,301.16,437.11,492.18,571.87,667.96,678.51,699.60,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,20,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,21,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,659.76,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,22,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,23,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,24,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,25,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,26,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,27,Import,158.20,203.90,230.85,336.32,377.34,442.97,503.90,520.31,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,28,Import,158.20,203.90,230.85,336.32,377.34,442.97,503.90,520.31,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,29,Import,158.20,203.90,230.85,336.32,377.34,442.97,503.90,520.31,624.61,682.02,741.79,772.26,796.87,822.65,836.72,867.18,882.42,
NL,CH,30,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,31,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,32,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,33,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,34,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,35,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,36,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,563.66,615.23,670.30,698.43,724.21,752.33,767.57,794.53,809.76,
NL,CH,37,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,38,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,684.37,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,39,Import,200.38,288.28,329.29,483.98,551.95,646.86,775.76,787.49,813.28,826.16,851.94,864.84,878.90,907.02,921.08,939.83,957.41,
NL,CH,40,Import,146.48,185.16,205.08,297.66,335.15,397.26,457.02,464.06,503.90,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,41,Import,146.48,185.16,205.08,297.66,335.15,397.26,457.02,464.06,503.90,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,42,Import,146.48,185.16,205.08,297.66,335.15,397.26,457.02,464.06,503.90,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,43,Import,146.48,185.16,205.08,297.66,335.15,397.26,457.02,464.06,503.90,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,44,Import,146.48,185.16,205.08,297.66,335.15,397.26,457.02,464.06,503.90,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,45,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,46,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,47,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,48,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,49,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,50,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,51,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,52,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,53,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,54,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,55,Import,158.20,203.90,230.85,336.32,377.34,442.97,509.76,517.95,534.37,549.60,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,56,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,567.18,576.55,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,57,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,567.18,576.55,597.65,623.42,646.86,671.48,685.54,713.67,728.89,
NL,CH,60,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,567.18,582.41,633.98,660.93,685.54,712.50,726.56,757.02,773.43,
NL,CH,61,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,567.18,582.41,633.98,660.93,685.54,712.50,726.56,757.02,773.43,
NL,CH,62,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,567.18,582.41,633.98,660.93,685.54,712.50,726.56,757.02,773.43,
NL,CH,63,Import,162.89,213.27,241.40,350.39,394.92,465.23,540.22,548.43,567.18,582.41,633.98,660.93,685.54,712.50,726.56,757.02,773.43,
NL,CH,64,Import,180.47,250.78,285.94,417.19,471.08,543.75,628.11,638.67,659.76,670.30,691.40,701.94,712.50,735.94,747.65,771.09,773.43,
NL,CH,65,Import,189.84,264.83,301.16,437.11,492.18,571.87,735.94,760.54,890.61,962.10,"1,035.93","1,073.42","1,109.75","1,147.25","1,167.17","1,210.54","1,233.98",
NL,CH,66,Import,200.38,288.28,329.29,483.98,551.95,646.86,775.76,787.49,890.61,962.10,"1,035.93","1,073.42","1,109.75","1,147.25","1,167.17","1,210.54","1,233.98",
NL,CH,67,Import,189.84,264.83,301.16,437.11,492.18,571.87,735.94,760.54,890.61,962.10,"1,035.93","1,073.42","1,109.75","1,147.25","1,167.17","1,210.54","1,233.98",
NL,CH,68,Import,189.84,264.83,301.16,437.11,492.18,571.87,735.94,760.54,890.61,962.10,"1,035.93","1,073.42","1,109.75","1,147.25","1,167.17","1,210.54","1,233.98",
NL,CH,69,Import,189.84,264.83,301.16,437.11,492.18,571.87,735.94,760.54,890.61,962.10,"1,035.93","1,073.42","1,109.75","1,147.25","1,167.17","1,210.54","1,233.98",
NL,CH,70,Import,189.84,264.83,301.16,437.11,492.18,571.87,667.96,678.51,699.60,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
NL,CH,71,Import,200.38,288.28,329.29,483.98,551.95,646.86,775.76,787.49,813.28,826.16,851.94,864.84,878.90,907.02,921.08,939.83,957.41,
NL,CH,72,Import,189.84,264.83,301.16,437.11,492.18,571.87,667.96,678.51,699.60,747.65,807.41,835.54,862.49,891.79,907.02,939.83,957.41,
