Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6,
NL,GB,CR,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,311.72,349.22,365.61,400.77,421.87,442.97,479.29,493.35,523.82,541.40,
NL,GB,CT,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,321.10,358.59,377.34,414.84,435.93,457.02,494.52,509.76,542.58,558.97,
NL,GB,CV,Import,97.85,127.15,143.55,205.67,230.27,280.66,342.77,374.99,427.73,452.33,499.21,523.82,549.60,595.31,614.05,652.73,672.65,
NL,GB,CW,Import,101.37,133.01,150.59,218.55,245.50,300.58,382.61,420.70,480.46,509.76,562.49,592.96,621.09,671.48,693.74,738.27,760.54,
NL,GB,DA,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,321.10,336.32,365.61,382.03,401.95,434.75,448.82,476.95,492.18,
NL,GB,DD,Import,120.12,162.30,188.09,279.49,313.47,380.27,585.34,672.65,851.94,937.49,"1,034.76","1,092.17","1,142.57","1,237.49","1,278.50","1,359.36","1,396.85",
NL,GB,DE,Import,97.85,127.15,143.55,205.67,230.27,280.66,340.43,372.66,423.04,450.00,495.71,522.64,546.09,592.96,612.89,651.55,671.48,
NL,GB,DG,Import,106.06,140.03,161.13,236.13,265.43,326.36,561.90,609.37,689.06,728.89,803.90,848.43,887.10,960.93,993.75,"1,057.01","1,088.66",
NL,GB,DH,Import,114.26,155.27,179.88,273.62,311.14,389.65,441.79,458.19,523.82,556.64,614.05,648.05,677.34,732.41,758.19,806.24,830.85,
NL,GB,DL,Import,115.43,155.27,179.88,274.80,313.47,391.98,444.13,451.17,480.46,509.76,562.49,592.96,621.09,671.48,693.74,738.27,760.54,
NL,GB,DN,Import,115.43,156.44,179.88,270.12,304.09,373.24,418.35,425.39,439.44,446.48,474.60,501.56,523.82,567.18,587.10,623.42,643.36,
NL,GB,DO,Import,109.57,147.07,169.33,254.88,287.69,356.82,722.46,832.03,"1,032.41","1,099.21","1,211.71","1,278.50","1,338.26","1,437.87","1,480.06","1,560.92","1,603.11",
NL,GB,DT,Import,115.43,155.27,178.71,261.91,293.56,354.49,421.28,465.23,532.03,563.66,621.09,653.90,685.54,742.96,765.23,814.45,839.05,
NL,GB,DY,Import,97.85,127.15,143.55,205.67,230.27,280.66,393.16,431.25,493.35,523.82,577.73,609.37,637.49,689.06,713.67,758.19,781.63,
NL,GB,E,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,EC,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,EH,Import,106.06,140.03,161.13,236.13,265.43,326.36,561.90,651.55,744.14,788.67,870.70,917.57,960.93,"1,039.44","1,074.59","1,143.73","1,178.89",
NL,GB,EN,Import,90.82,115.43,129.49,182.23,202.15,246.69,278.91,288.28,321.10,336.32,365.61,382.03,401.95,434.75,448.82,476.95,492.18,
NL,GB,EX,Import,117.78,161.13,185.73,280.66,318.16,390.82,530.27,621.09,707.81,748.83,824.99,870.70,912.88,987.88,"1,020.69","1,085.15","1,117.96",
NL,GB,FH,Import,133.01,186.91,222.06,347.45,397.84,500.97,722.46,832.03,"1,032.41","1,099.21","1,211.71","1,278.50","1,338.26","1,437.87","1,480.06","1,560.92","1,603.11",
NL,GB,FK,Import,106.06,140.03,161.13,236.13,265.43,326.36,561.90,651.55,724.21,759.37,837.88,884.76,924.60,"1,001.95","1,035.93","1,101.55","1,135.54",
NL,GB,FY,Import,101.37,133.01,150.59,218.55,245.50,300.58,407.22,446.48,510.93,542.58,598.82,630.47,659.76,714.83,738.27,786.32,809.76,
NL,GB,G,Import,100.20,130.66,148.24,215.04,242.00,298.24,526.74,616.40,789.83,843.74,930.46,982.02,"1,028.90","1,114.44","1,151.94","1,224.60","1,263.27",
NL,GB,GL,Import,101.37,133.01,150.59,218.55,245.50,300.58,366.20,403.13,462.88,488.66,539.06,567.18,595.31,644.53,664.44,706.63,728.89,
NL,GB,GU,Import,110.74,148.24,169.33,244.33,273.62,328.71,365.61,371.48,383.19,386.72,426.56,448.82,471.08,508.59,525.00,558.97,576.55,
NL,GB,HA,Import,90.82,115.43,129.49,182.23,202.15,246.69,280.66,308.20,344.53,360.93,394.92,416.01,435.93,472.27,486.33,516.79,534.37,
NL,GB,HD,Import,101.37,133.01,150.59,218.55,245.50,300.58,335.74,365.61,416.01,441.79,486.33,513.28,536.72,580.07,599.99,637.49,657.42,
NL,GB,HG,Import,115.43,155.27,178.71,261.91,293.56,354.49,394.92,401.95,416.01,441.79,486.33,513.28,536.72,580.07,599.99,637.49,657.42,
NL,GB,HP,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,341.01,358.59,392.57,413.67,431.25,467.58,483.98,514.45,529.68,
NL,GB,HR,Import,97.85,127.15,143.55,205.67,230.27,280.66,470.50,508.59,566.01,592.96,653.90,687.88,721.87,781.63,807.41,857.80,884.76,
NL,GB,HU,Import,115.43,155.27,178.71,261.91,293.56,354.49,394.92,401.95,416.01,431.25,474.60,501.56,523.82,567.18,587.10,623.42,643.36,
NL,GB,HX,Import,101.37,133.01,150.59,218.55,245.50,300.58,340.43,372.66,423.04,450.00,495.71,522.64,546.09,592.96,612.89,651.55,671.48,
NL,GB,IG,Import,90.82,115.43,129.49,182.23,202.15,246.69,278.91,288.28,321.10,336.32,365.61,382.03,401.95,434.75,448.82,476.95,492.18,
NL,GB,IP,Import,110.74,148.24,169.33,244.33,273.62,328.71,365.61,371.48,383.19,389.05,401.95,408.98,416.01,434.75,448.82,476.95,492.18,
NL,GB,IV,Import,122.46,169.33,196.29,300.58,339.25,418.94,614.63,718.36,907.02,"1,150.77","1,270.30","1,339.44","1,398.04","1,498.81","1,543.34","1,631.23","1,674.60",
NL,GB,KA,Import,106.06,140.03,161.13,236.13,265.43,326.36,561.90,651.55,822.65,843.74,930.46,982.02,"1,028.90","1,114.44","1,151.94","1,224.60","1,263.27",
NL,GB,KT,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,322.26,359.76,378.51,416.01,438.28,459.37,498.04,513.28,544.91,562.49,
NL,GB,KW,Import,122.46,169.33,196.29,300.58,339.25,418.94,614.63,718.36,907.02,"1,266.78","1,394.52","1,461.31","1,521.08","1,633.58","1,681.62","1,776.54","1,825.76",
NL,GB,KY,Import,120.12,162.30,188.09,279.49,313.47,380.27,585.34,672.65,851.94,891.79,984.37,"1,037.10","1,086.31","1,175.38","1,215.22","1,292.57","1,331.23",
NL,GB,L,Import,101.37,133.01,150.59,218.55,245.50,300.58,397.84,435.93,498.04,528.51,582.41,615.23,643.36,696.09,720.69,765.23,788.67,
NL,GB,LA,Import,117.78,161.13,185.73,280.66,318.16,390.82,442.38,485.15,555.47,588.27,649.21,685.54,717.18,776.95,802.72,853.12,880.07,
NL,GB,LD,Import,111.91,149.41,171.68,249.02,278.31,334.57,425.97,469.91,536.72,567.18,626.95,658.58,691.40,748.83,772.26,821.47,846.08,
NL,GB,LE,Import,97.85,127.15,143.55,205.67,230.27,280.66,352.14,385.55,441.79,467.58,515.62,544.91,570.69,616.40,637.49,678.51,699.60,
NL,GB,LL,Import,115.43,155.27,178.71,261.91,293.56,354.49,470.50,515.62,589.45,626.95,691.40,728.89,762.88,824.99,853.12,907.02,935.15,
NL,GB,LN,Import,115.43,155.27,178.71,267.77,302.93,372.07,417.19,424.21,438.28,445.31,474.60,501.56,523.82,567.18,587.10,623.42,643.36,
NL,GB,LS,Import,101.37,133.01,150.59,218.55,245.50,300.58,337.50,358.59,406.63,431.25,474.60,501.56,523.82,567.18,587.10,623.42,643.36,
NL,GB,LU,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,337.50,353.90,385.55,405.46,424.21,459.37,473.44,505.07,520.31,
NL,GB,LY,Import,133.01,186.91,222.06,347.45,397.84,500.97,722.46,832.03,"1,032.41","1,099.21","1,211.71","1,278.50","1,338.26","1,437.87","1,480.06","1,560.92","1,603.11",
NL,GB,M,Import,95.51,123.64,138.86,198.63,222.06,272.46,355.66,391.40,446.48,473.44,522.64,550.78,576.55,623.42,644.53,685.54,706.63,
NL,GB,ME,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,311.72,349.22,365.61,400.77,421.87,442.97,479.29,493.35,523.82,541.40,
NL,GB,MK,Import,96.68,125.97,141.22,202.15,225.58,273.62,305.27,333.99,376.17,396.09,437.11,459.37,481.64,521.48,537.89,571.87,589.45,
NL,GB,ML,Import,100.20,130.66,148.24,215.04,242.00,298.24,526.74,616.40,789.83,816.78,901.17,951.55,994.91,"1,078.11","1,114.44","1,184.75","1,221.08",
NL,GB,N,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,NE,Import,114.26,155.27,179.88,273.62,311.14,389.65,441.79,473.44,541.40,574.22,633.98,667.96,699.60,758.19,783.98,834.36,858.98,
NL,GB,NG,Import,97.85,127.15,143.55,205.67,230.27,280.66,335.74,365.61,416.01,441.79,486.33,513.28,536.72,580.07,599.99,637.49,657.42,
NL,GB,NN,Import,111.91,149.41,171.68,249.02,278.31,334.57,372.66,378.51,387.88,410.15,452.33,476.95,499.21,541.40,557.80,592.96,610.54,
NL,GB,NP,Import,101.37,133.01,150.59,218.55,245.50,300.58,425.97,469.91,536.72,567.18,626.95,658.58,691.40,748.83,772.26,821.47,846.08,
NL,GB,NR,Import,110.74,148.24,169.33,244.33,273.62,328.71,365.61,371.48,383.19,389.05,400.77,421.87,442.97,479.29,493.35,523.82,541.40,
NL,GB,NW,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,OL,Import,95.51,123.64,138.86,198.63,222.06,272.46,349.80,382.03,437.11,464.06,510.93,539.06,564.84,610.54,631.63,671.48,692.56,
NL,GB,OX,Import,111.91,149.41,171.68,249.02,278.31,334.57,372.66,378.51,396.09,419.53,462.88,486.33,509.76,551.95,570.69,607.03,624.61,
NL,GB,PA,Import,100.20,130.66,148.24,215.04,242.00,298.24,526.74,616.40,789.83,849.60,937.49,989.06,"1,035.93","1,121.46","1,158.98","1,231.62","1,270.30",
NL,GB,PE,Import,96.68,125.97,141.22,202.15,225.58,273.62,335.74,365.61,416.01,441.79,486.33,513.28,536.72,580.07,599.99,637.49,657.42,
NL,GB,PH,Import,120.12,162.30,188.09,279.49,313.47,380.27,585.34,672.65,851.94,899.99,992.56,"1,046.48","1,095.69","1,187.10","1,228.12","1,306.63","1,345.30",
NL,GB,PL,Import,117.78,161.13,185.73,280.66,318.16,390.82,530.27,621.09,720.69,767.57,848.43,892.96,936.32,"1,013.66","1,045.30","1,113.27","1,146.09",
NL,GB,PO,Import,110.74,148.24,169.33,244.33,273.62,328.71,365.61,374.99,427.73,452.33,499.21,523.82,549.60,595.31,614.05,652.73,672.65,
NL,GB,PR,Import,101.37,133.01,150.59,218.55,245.50,300.58,376.76,413.67,472.27,501.56,551.95,582.41,609.37,659.76,680.85,724.21,746.47,
NL,GB,RG,Import,96.68,125.97,141.22,202.15,225.58,273.62,307.62,337.50,378.51,400.77,441.79,465.23,487.49,528.51,543.75,578.91,596.49,
NL,GB,RH,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,337.50,353.90,385.55,405.46,424.21,459.37,473.44,505.07,520.31,
NL,GB,RM,Import,90.82,115.43,129.49,182.23,202.15,246.69,278.91,288.28,321.10,336.32,365.61,382.03,401.95,434.75,448.82,476.95,492.18,
NL,GB,S,Import,101.37,133.01,150.59,218.55,245.50,300.58,337.50,358.59,406.63,431.25,474.60,501.56,523.82,567.18,587.10,623.42,643.36,
NL,GB,SA,Import,117.78,161.13,185.73,280.66,318.16,390.82,530.27,621.09,707.81,748.83,824.99,870.70,912.88,987.88,"1,020.69","1,085.15","1,117.96",
NL,GB,SE,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,SG,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,321.10,336.32,365.61,382.03,401.95,434.75,448.82,476.95,492.18,
NL,GB,SK,Import,95.51,123.64,138.86,198.63,222.06,272.46,355.66,391.40,446.48,473.44,522.64,550.78,576.55,623.42,644.53,685.54,706.63,
NL,GB,SL,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,341.01,358.59,392.57,413.67,431.25,467.58,483.98,514.45,529.68,
NL,GB,SM,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,322.26,359.76,378.51,416.01,438.28,459.37,498.04,513.28,544.91,562.49,
NL,GB,SN,Import,101.37,133.01,150.59,218.55,245.50,300.58,345.11,378.51,431.25,457.02,502.73,529.68,555.47,601.17,619.92,658.58,679.68,
NL,GB,SO,Import,110.74,148.24,169.33,244.33,273.62,328.71,365.61,385.55,439.44,465.23,513.28,539.06,566.01,614.05,631.63,672.65,693.74,
NL,GB,SP,Import,128.32,174.02,199.80,298.24,335.74,414.25,466.40,473.44,489.84,498.04,528.51,556.64,582.41,631.63,651.55,693.74,714.83,
NL,GB,SR,Import,114.26,155.27,179.88,273.62,311.14,389.65,441.79,466.40,534.37,566.01,623.42,658.58,689.06,745.30,771.09,820.30,844.91,
NL,GB,SS,Import,90.82,115.43,129.49,182.23,202.15,246.69,278.91,288.28,321.10,336.32,365.61,382.03,401.95,434.75,448.82,476.95,492.18,
NL,GB,ST,Import,97.85,127.15,143.55,205.67,230.27,280.66,370.90,408.98,467.58,495.71,546.09,577.73,603.51,652.73,675.00,717.18,739.45,
NL,GB,SW,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,SY,Import,111.91,149.41,171.68,249.02,278.31,334.57,496.28,566.01,644.53,682.02,752.33,794.53,830.85,899.99,929.29,987.88,"1,018.35",
NL,GB,TA,Import,101.37,133.01,150.59,218.55,245.50,300.58,496.28,535.53,592.96,619.92,682.02,718.36,753.52,816.78,842.57,895.30,923.43,
NL,GB,TD,Import,106.06,140.03,161.13,236.13,265.43,326.36,516.21,598.82,686.71,728.89,803.90,848.43,887.10,960.93,993.75,"1,057.01","1,088.66",
NL,GB,TE,Import,133.01,186.91,222.06,347.45,397.84,500.97,722.46,832.03,"1,032.41","1,099.21","1,211.71","1,278.50","1,338.26","1,437.87","1,480.06","1,560.92","1,603.11",
NL,GB,TF,Import,97.85,127.15,143.55,205.67,230.27,280.66,414.25,455.86,520.31,551.95,608.20,642.18,671.48,727.72,751.16,799.20,823.82,
NL,GB,TN,Import,96.68,125.97,141.22,202.15,225.58,273.62,309.95,341.01,380.86,403.13,445.31,467.58,491.02,530.86,548.43,582.41,601.17,
NL,GB,TQ,Import,115.43,155.27,178.71,261.91,293.56,354.49,519.72,596.49,706.63,758.19,836.72,881.23,923.43,"1,000.77","1,032.41","1,099.21","1,132.02",
NL,GB,TR,Import,117.78,161.13,185.73,280.66,318.16,390.82,530.27,621.09,776.95,846.08,932.80,984.37,"1,031.24","1,116.78","1,153.11","1,225.76","1,264.45",
NL,GB,TS,Import,114.26,155.27,179.88,273.62,311.14,389.65,441.79,448.82,498.04,528.51,582.41,615.23,643.36,696.09,720.69,765.23,788.67,
NL,GB,TW,Import,90.82,115.43,129.49,182.23,202.15,246.69,280.66,308.20,344.53,360.93,394.92,416.01,435.93,472.27,486.33,516.79,534.37,
NL,GB,UB,Import,90.82,115.43,129.49,182.23,202.15,246.69,280.66,308.20,344.53,360.93,394.92,416.01,435.93,472.27,486.33,516.79,534.37,
NL,GB,W,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,WA,Import,101.37,133.01,150.59,218.55,245.50,300.58,370.90,408.98,467.58,495.71,546.09,577.73,603.51,652.73,675.00,717.18,739.45,
NL,GB,WC,Import,90.82,115.43,129.49,182.23,202.15,246.69,279.49,307.03,343.36,359.76,393.74,413.67,434.75,469.91,485.15,515.62,530.86,
NL,GB,WD,Import,96.68,125.97,141.22,202.15,225.58,273.62,308.20,312.88,344.53,360.93,394.92,416.01,435.93,472.27,486.33,516.79,534.37,
NL,GB,WF,Import,101.37,133.01,150.59,218.55,245.50,300.58,337.50,358.59,406.63,431.25,474.60,501.56,523.82,567.18,587.10,623.42,643.36,
NL,GB,WN,Import,95.51,123.64,138.86,198.63,222.06,272.46,366.20,401.95,459.37,487.49,536.72,566.01,592.96,641.00,663.27,705.46,725.38,
NL,GB,WR,Import,97.85,127.15,143.55,205.67,230.27,280.66,415.42,458.19,523.82,555.47,612.89,644.53,675.00,731.25,755.85,802.72,828.50,
NL,GB,WS,Import,97.85,127.15,143.55,205.67,230.27,280.66,382.61,420.70,480.46,509.76,562.49,592.96,621.09,671.48,693.74,738.27,760.54,
NL,GB,WV,Import,97.85,127.15,143.55,205.67,230.27,280.66,393.16,431.25,493.35,523.82,577.73,609.37,637.49,689.06,713.67,758.19,781.63,
NL,GB,YO,Import,128.32,174.02,199.80,298.24,335.74,414.25,466.40,473.44,489.84,498.04,514.45,522.64,523.82,567.18,587.10,623.42,643.36,
NL,GR,10,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,11,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,12,Import,150.01,206.25,247.26,389.05,445.31,556.64,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,13,Import,150.01,206.25,247.26,389.05,445.31,556.64,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,14,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,15,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,16,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,17,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,18,Import,150.01,206.25,247.26,389.05,445.31,556.64,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,19,Import,157.03,216.79,261.33,407.82,465.23,581.24,858.98,"1,004.28","1,184.75","1,257.41","1,386.32","1,467.16","1,539.83","1,692.17","1,773.03","1,926.54","1,999.19",
NL,GR,20,Import,167.58,233.21,281.25,435.93,496.87,619.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,21,Import,167.58,233.21,281.25,435.93,496.87,619.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,22,Import,171.09,240.23,289.45,450.00,513.28,638.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,23,Import,174.61,248.43,298.83,462.88,528.51,659.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,24,Import,174.61,248.43,298.83,462.88,528.51,659.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,25,Import,171.09,240.23,289.45,450.00,513.28,638.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,26,Import,171.09,240.23,289.45,450.00,513.28,638.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,27,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,30,Import,174.61,248.43,298.83,462.88,528.51,659.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,32,Import,167.58,233.21,281.25,435.93,496.87,619.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,33,Import,171.09,240.23,289.45,450.00,513.28,638.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,34,Import,167.58,233.21,281.25,435.93,496.87,619.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,35,Import,171.09,240.23,289.45,450.00,513.28,638.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,36,Import,174.61,248.43,298.83,462.88,528.51,659.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,37,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,38,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,40,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,41,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,42,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,43,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,44,Import,186.32,263.67,315.23,483.98,550.78,684.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,45,Import,186.32,263.67,315.23,483.98,550.78,684.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,46,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,47,Import,180.47,254.29,304.68,468.75,534.37,664.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,48,Import,186.32,263.67,315.23,483.98,550.78,684.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,50,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,51,Import,186.32,263.67,315.23,483.98,550.78,684.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,52,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,53,Import,198.05,287.10,343.36,528.51,601.17,746.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,54,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,55,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,56,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,57,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,58,Import,198.05,287.10,343.36,528.51,601.17,746.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,59,Import,191.01,273.05,326.95,500.38,569.53,706.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,60,Import,186.32,263.67,315.23,483.98,550.78,684.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,61,Import,198.05,287.10,343.36,528.51,601.17,746.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,62,Import,198.05,287.10,343.36,528.51,601.17,746.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,63,Import,198.05,287.10,343.36,528.51,601.17,746.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,64,Import,206.25,295.30,350.39,533.20,605.84,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,65,Import,206.25,295.30,350.39,533.20,605.84,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,66,Import,203.90,292.97,349.22,530.86,603.51,749.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,67,Import,206.25,295.30,350.39,533.20,605.84,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,68,Import,213.27,309.37,370.30,560.16,635.15,782.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,GR,69,Import,213.27,309.37,370.30,560.16,635.15,782.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,HR,10,Import,124.46,178.76,211.58,333.77,384.68,484.25,567.97,594.00,653.95,674.33,755.79,801.04,842.91,927.76,973.02,"1,059.00","1,098.60",
NL,HR,20,Import,179.90,247.78,283.98,417.50,470.67,572.50,734.28,793.13,850.82,906.27,"1,020.53","1,080.51","1,131.42","1,232.12","1,283.02","1,383.72","1,433.49",
NL,HR,21,Import,179.90,247.78,283.98,417.50,470.67,572.50,734.28,793.13,850.82,906.27,"1,020.53","1,080.51","1,131.42","1,232.12","1,283.02","1,383.72","1,433.49",
NL,HR,22,Import,179.90,247.78,283.98,417.50,470.67,572.50,734.28,793.13,850.82,906.27,"1,020.53","1,080.51","1,131.42","1,232.12","1,283.02","1,383.72","1,433.49",
NL,HR,23,Import,179.90,247.78,283.98,417.50,470.67,572.50,699.21,753.53,818.02,862.14,969.62,"1,025.06","1,078.23","1,174.41","1,223.05","1,319.23","1,365.61",
