Zone Netherlands,Country,ZIP,Flow,LDM-0.4,LDM-0.5,LDM-0.6,LDM-0.7,LDM-0.8,LDM-0.9,LDM-1.00,LDM-1.10,LDM-1.20,LDM-1.30,LDM-1.40,LDM-1.50,LDM-1.60,LDM-1.70,LDM-1.80,LDM-1.90,LDM-2.00,LDM-2.10,LDM-2.20,LDM-2.30,LDM-2.40,LDM-2.50,LDM-2.60,LDM-2.70,LDM-2.80,LDM-2.90,LDM-3.00,LDM-3.10,LDM-3.20,LDM-3.30,LDM-3.40,LDM-3.50,LDM-3.60,LDM-3.70,LDM-3.80,LDM-3.90,LDM-4.00,LDM-4.10,LDM-4.20,LDM-4.30,LDM-4.40,LDM-4.50,LDM-4.60,LDM-4.70,LDM-4.80,LDM-4.90,LDM-5.00,LDM-5.10,LDM-5.20,LDM-5.30,LDM-5.40,LDM-5.50,LDM-5.60,LDM-5.70,LDM-5.80,LDM-5.90,LDM-6.00,LDM-6.10,LDM-6.20,LDM-6.30,LDM-6.40,LDM-6.50,LDM-6.60,LDM-6.70,LDM-6.80,LDM-6.90,LDM-7.00,LDM-7.10,LDM-7.20,LDM-7.30,LDM-7.40,LDM-7.50,LDM-7.60,LDM-7.70,LDM-7.80,LDM-7.90,LDM-8.00,LDM-8.10,LDM-8.20,LDM-8.30,LDM-8.40,LDM-8.50,LDM-8.60,LDM-8.70,LDM-8.80,LDM-8.90,LDM-9.00,LDM-9.10,LDM-9.20,LDM-9.30,LDM-9.40,LDM-9.50,LDM-9.60,LDM-9.70,LDM-9.80,LDM-9.90,LDM-10.00,LDM-10.10,LDM-10.20,LDM-10.30,LDM-10.40,LDM-10.50,LDM-10.60,LDM-10.70,LDM-10.80,LDM-10.90,LDM-11.00
NL8,GB,WD,Export,€285.00,€302.10,€319.20,€336.30,€353.40,€370.50,€387.60,€404.70,€421.80,€438.90,€456.00,€473.10,€490.20,€507.30,€524.40,€541.50,€551.00,€564.30,€577.60,€590.90,€604.20,€617.50,€630.80,€644.10,€657.40,€670.70,€684.00,€697.30,€710.60,€723.90,€737.20,€750.50,€763.80,€777.10,€790.40,€803.70,€817.00,€830.30,€843.60,€856.90,€870.20,€883.50,€896.80,€910.10,€923.40,€936.70,€950.00,€963.30,€976.60,€989.90,"€1,003.20","€1,016.50","€1,029.80","€1,043.10","€1,056.40","€1,069.70","€1,083.00","€1,096.30","€1,109.60","€1,122.90","€1,136.20","€1,149.50","€1,162.80","€1,176.10","€1,189.40","€1,202.70","€1,216.00","€1,229.30","€1,242.60","€1,255.90","€1,269.20","€1,282.50","€1,295.80","€1,309.10","€1,322.40","€1,335.70","€1,349.00","€1,362.30","€1,375.60","€1,388.90","€1,402.20","€1,415.50","€1,428.80","€1,442.10","€1,455.40","€1,468.70","€1,482.00","€1,495.30","€1,508.60","€1,521.90","€1,535.20","€1,548.50","€1,561.80","€1,575.10","€1,588.40","€1,601.70","€1,615.00","€1,628.30","€1,641.60","€1,654.90","€1,668.20","€1,681.50","€1,694.80","€1,708.10","€1,721.40","€1,734.70","€1,748.00"
NL8,GB,WF,Export,€307.50,€325.95,€344.40,€362.85,€381.30,€399.75,€418.20,€436.65,€455.10,€473.55,€492.00,€510.45,€528.90,€547.35,€565.80,€584.25,€594.50,€608.85,€623.20,€637.55,€651.90,€666.25,€680.60,€694.95,€709.30,€723.65,€738.00,€752.35,€766.70,€781.05,€795.40,€809.75,€824.10,€838.45,€852.80,€867.15,€881.50,€895.85,€910.20,€924.55,€938.90,€953.25,€967.60,€981.95,€996.30,"€1,010.65","€1,025.00","€1,039.35","€1,053.70","€1,068.05","€1,082.40","€1,096.75","€1,111.10","€1,125.45","€1,139.80","€1,154.15","€1,168.50","€1,182.85","€1,197.20","€1,211.55","€1,225.90","€1,240.25","€1,254.60","€1,268.95","€1,283.30","€1,297.65","€1,312.00","€1,326.35","€1,340.70","€1,355.05","€1,369.40","€1,383.75","€1,398.10","€1,412.45","€1,426.80","€1,441.15","€1,455.50","€1,469.85","€1,484.20","€1,498.55","€1,512.90","€1,527.25","€1,541.60","€1,555.95","€1,570.30","€1,584.65","€1,599.00","€1,613.35","€1,627.70","€1,642.05","€1,656.40","€1,670.75","€1,685.10","€1,699.45","€1,713.80","€1,728.15","€1,742.50","€1,756.85","€1,771.20","€1,785.55","€1,799.90","€1,814.25","€1,828.60","€1,842.95","€1,857.30","€1,871.65","€1,886.00"
NL8,GB,WN,Export,€322.50,€341.85,€361.20,€380.55,€399.90,€419.25,€438.60,€457.95,€477.30,€496.65,€516.00,€535.35,€554.70,€574.05,€593.40,€612.75,€623.50,€638.55,€653.60,€668.65,€683.70,€698.75,€713.80,€728.85,€743.90,€758.95,€774.00,€789.05,€804.10,€819.15,€834.20,€849.25,€864.30,€879.35,€894.40,€909.45,€924.50,€939.55,€954.60,€969.65,€984.70,€999.75,"€1,014.80","€1,029.85","€1,044.90","€1,059.95","€1,075.00","€1,090.05","€1,105.10","€1,120.15","€1,135.20","€1,150.25","€1,165.30","€1,180.35","€1,195.40","€1,210.45","€1,225.50","€1,240.55","€1,255.60","€1,270.65","€1,285.70","€1,300.75","€1,315.80","€1,330.85","€1,345.90","€1,360.95","€1,376.00","€1,391.05","€1,406.10","€1,421.15","€1,436.20","€1,451.25","€1,466.30","€1,481.35","€1,496.40","€1,511.45","€1,526.50","€1,541.55","€1,556.60","€1,571.65","€1,586.70","€1,601.75","€1,616.80","€1,631.85","€1,646.90","€1,661.95","€1,677.00","€1,692.05","€1,707.10","€1,722.15","€1,737.20","€1,752.25","€1,767.30","€1,782.35","€1,797.40","€1,812.45","€1,827.50","€1,842.55","€1,857.60","€1,872.65","€1,887.70","€1,902.75","€1,917.80","€1,932.85","€1,947.90","€1,962.95","€1,978.00"
NL8,GB,WR,Export,€352.50,€373.65,€394.80,€415.95,€437.10,€458.25,€479.40,€500.55,€521.70,€542.85,€564.00,€585.15,€606.30,€627.45,€648.60,€669.75,€681.50,€697.95,€714.40,€730.85,€747.30,€763.75,€780.20,€796.65,€813.10,€829.55,€846.00,€862.45,€878.90,€895.35,€911.80,€928.25,€944.70,€961.15,€977.60,€994.05,"€1,010.50","€1,026.95","€1,043.40","€1,059.85","€1,076.30","€1,092.75","€1,109.20","€1,125.65","€1,142.10","€1,158.55","€1,175.00","€1,191.45","€1,207.90","€1,224.35","€1,240.80","€1,257.25","€1,273.70","€1,290.15","€1,306.60","€1,323.05","€1,339.50","€1,355.95","€1,372.40","€1,388.85","€1,405.30","€1,421.75","€1,438.20","€1,454.65","€1,471.10","€1,487.55","€1,504.00","€1,520.45","€1,536.90","€1,553.35","€1,569.80","€1,586.25","€1,602.70","€1,619.15","€1,635.60","€1,652.05","€1,668.50","€1,684.95","€1,701.40","€1,717.85","€1,734.30","€1,750.75","€1,767.20","€1,783.65","€1,800.10","€1,816.55","€1,833.00","€1,849.45","€1,865.90","€1,882.35","€1,898.80","€1,915.25","€1,931.70","€1,948.15","€1,964.60","€1,981.05","€1,997.50","€2,013.95","€2,030.40","€2,046.85","€2,063.30","€2,079.75","€2,096.20","€2,112.65","€2,129.10","€2,145.55","€2,162.00"
NL8,GB,WS,Export,€326.25,€345.83,€365.40,€384.98,€404.55,€424.13,€443.70,€463.28,€482.85,€502.43,€522.00,€541.58,€561.15,€580.73,€600.30,€619.88,€630.75,€645.98,€661.20,€676.43,€691.65,€706.88,€722.10,€737.33,€752.55,€767.78,€783.00,€798.23,€813.45,€828.68,€843.90,€859.13,€874.35,€889.58,€904.80,€920.03,€935.25,€950.48,€965.70,€980.93,€996.15,"€1,011.38","€1,026.60","€1,041.83","€1,057.05","€1,072.28","€1,087.50","€1,102.73","€1,117.95","€1,133.18","€1,148.40","€1,163.63","€1,178.85","€1,194.08","€1,209.30","€1,224.53","€1,239.75","€1,254.98","€1,270.20","€1,285.43","€1,300.65","€1,315.88","€1,331.10","€1,346.33","€1,361.55","€1,376.78","€1,392.00","€1,407.23","€1,422.45","€1,437.68","€1,452.90","€1,468.13","€1,483.35","€1,498.58","€1,513.80","€1,529.03","€1,544.25","€1,559.48","€1,574.70","€1,589.93","€1,605.15","€1,620.38","€1,635.60","€1,650.83","€1,666.05","€1,681.28","€1,696.50","€1,711.73","€1,726.95","€1,742.18","€1,757.40","€1,772.63","€1,787.85","€1,803.08","€1,818.30","€1,833.53","€1,848.75","€1,863.98","€1,879.20","€1,894.43","€1,909.65","€1,924.88","€1,940.10","€1,955.33","€1,970.55","€1,985.78","€2,001.00"
NL8,GB,WV,Export,€326.25,€345.83,€365.40,€384.98,€404.55,€424.13,€443.70,€463.28,€482.85,€502.43,€522.00,€541.58,€561.15,€580.73,€600.30,€619.88,€630.75,€645.98,€661.20,€676.43,€691.65,€706.88,€722.10,€737.33,€752.55,€767.78,€783.00,€798.23,€813.45,€828.68,€843.90,€859.13,€874.35,€889.58,€904.80,€920.03,€935.25,€950.48,€965.70,€980.93,€996.15,"€1,011.38","€1,026.60","€1,041.83","€1,057.05","€1,072.28","€1,087.50","€1,102.73","€1,117.95","€1,133.18","€1,148.40","€1,163.63","€1,178.85","€1,194.08","€1,209.30","€1,224.53","€1,239.75","€1,254.98","€1,270.20","€1,285.43","€1,300.65","€1,315.88","€1,331.10","€1,346.33","€1,361.55","€1,376.78","€1,392.00","€1,407.23","€1,422.45","€1,437.68","€1,452.90","€1,468.13","€1,483.35","€1,498.58","€1,513.80","€1,529.03","€1,544.25","€1,559.48","€1,574.70","€1,589.93","€1,605.15","€1,620.38","€1,635.60","€1,650.83","€1,666.05","€1,681.28","€1,696.50","€1,711.73","€1,726.95","€1,742.18","€1,757.40","€1,772.63","€1,787.85","€1,803.08","€1,818.30","€1,833.53","€1,848.75","€1,863.98","€1,879.20","€1,894.43","€1,909.65","€1,924.88","€1,940.10","€1,955.33","€1,970.55","€1,985.78","€2,001.00"
NL8,GB,YO,Export,€303.75,€321.98,€340.20,€358.43,€376.65,€394.88,€413.10,€431.33,€449.55,€467.78,€486.00,€504.23,€522.45,€540.68,€558.90,€577.13,€587.25,€601.43,€615.60,€629.78,€643.95,€658.13,€672.30,€686.48,€700.65,€714.83,€729.00,€743.18,€757.35,€771.53,€785.70,€799.88,€814.05,€828.23,€842.40,€856.58,€870.75,€884.93,€899.10,€913.28,€927.45,€941.63,€955.80,€969.98,€984.15,€998.33,"€1,012.50","€1,026.68","€1,040.85","€1,055.03","€1,069.20","€1,083.38","€1,097.55","€1,111.73","€1,125.90","€1,140.08","€1,154.25","€1,168.43","€1,182.60","€1,196.78","€1,210.95","€1,225.13","€1,239.30","€1,253.48","€1,267.65","€1,281.83","€1,296.00","€1,310.18","€1,324.35","€1,338.53","€1,352.70","€1,366.88","€1,381.05","€1,395.23","€1,409.40","€1,423.58","€1,437.75","€1,451.93","€1,466.10","€1,480.28","€1,494.45","€1,508.63","€1,522.80","€1,536.98","€1,551.15","€1,565.33","€1,579.50","€1,593.68","€1,607.85","€1,622.03","€1,636.20","€1,650.38","€1,664.55","€1,678.73","€1,692.90","€1,707.08","€1,721.25","€1,735.43","€1,749.60","€1,763.78","€1,777.95","€1,792.13","€1,806.30","€1,820.48","€1,834.65","€1,848.83","€1,863.00"
NL9,GB,AL,Export,€300.00,€318.00,€336.00,€354.00,€372.00,€390.00,€408.00,€426.00,€444.00,€462.00,€480.00,€498.00,€516.00,€534.00,€552.00,€570.00,€580.00,€594.00,€608.00,€622.00,€636.00,€650.00,€664.00,€678.00,€692.00,€706.00,€720.00,€734.00,€748.00,€762.00,€776.00,€790.00,€804.00,€818.00,€832.00,€846.00,€860.00,€874.00,€888.00,€902.00,€916.00,€930.00,€944.00,€958.00,€972.00,€986.00,"€1,000.00","€1,014.00","€1,028.00","€1,042.00","€1,056.00","€1,070.00","€1,084.00","€1,098.00","€1,112.00","€1,126.00","€1,140.00","€1,154.00","€1,168.00","€1,182.00","€1,196.00","€1,210.00","€1,224.00","€1,238.00","€1,252.00","€1,266.00","€1,280.00","€1,294.00","€1,308.00","€1,322.00","€1,336.00","€1,350.00","€1,364.00","€1,378.00","€1,392.00","€1,406.00","€1,420.00","€1,434.00","€1,448.00","€1,462.00","€1,476.00","€1,490.00","€1,504.00","€1,518.00","€1,532.00","€1,546.00","€1,560.00","€1,574.00","€1,588.00","€1,602.00","€1,616.00","€1,630.00","€1,644.00","€1,658.00","€1,672.00","€1,686.00","€1,700.00","€1,714.00","€1,728.00","€1,742.00","€1,756.00","€1,770.00","€1,784.00","€1,798.00","€1,812.00","€1,826.00","€1,840.00"
NL9,GB,B,Export,€337.50,€357.75,€378.00,€398.25,€418.50,€438.75,€459.00,€479.25,€499.50,€519.75,€540.00,€560.25,€580.50,€600.75,€621.00,€641.25,€652.50,€668.25,€684.00,€699.75,€715.50,€731.25,€747.00,€762.75,€778.50,€794.25,€810.00,€825.75,€841.50,€857.25,€873.00,€888.75,€904.50,€920.25,€936.00,€951.75,€967.50,€983.25,€999.00,"€1,014.75","€1,030.50","€1,046.25","€1,062.00","€1,077.75","€1,093.50","€1,109.25","€1,125.00","€1,140.75","€1,156.50","€1,172.25","€1,188.00","€1,203.75","€1,219.50","€1,235.25","€1,251.00","€1,266.75","€1,282.50","€1,298.25","€1,314.00","€1,329.75","€1,345.50","€1,361.25","€1,377.00","€1,392.75","€1,408.50","€1,424.25","€1,440.00","€1,455.75","€1,471.50","€1,487.25","€1,503.00","€1,518.75","€1,534.50","€1,550.25","€1,566.00","€1,581.75","€1,597.50","€1,613.25","€1,629.00","€1,644.75","€1,660.50","€1,676.25","€1,692.00","€1,707.75","€1,723.50","€1,739.25","€1,755.00","€1,770.75","€1,786.50","€1,802.25","€1,818.00","€1,833.75","€1,849.50","€1,865.25","€1,881.00","€1,896.75","€1,912.50","€1,928.25","€1,944.00","€1,959.75","€1,975.50","€1,991.25","€2,007.00","€2,022.75","€2,038.50","€2,054.25","€2,070.00"
NL9,GB,BA,Export,€371.25,€393.53,€415.80,€438.08,€460.35,€482.63,€504.90,€527.18,€549.45,€571.73,€594.00,€616.28,€638.55,€660.83,€683.10,€705.38,€717.75,€735.08,€752.40,€769.73,€787.05,€804.38,€821.70,€839.03,€856.35,€873.68,€891.00,€908.33,€925.65,€942.98,€960.30,€977.63,€994.95,"€1,012.28","€1,029.60","€1,046.93","€1,064.25","€1,081.58","€1,098.90","€1,116.23","€1,133.55","€1,150.88","€1,168.20","€1,185.53","€1,202.85","€1,220.18","€1,237.50","€1,254.83","€1,272.15","€1,289.48","€1,306.80","€1,324.13","€1,341.45","€1,358.78","€1,376.10","€1,393.43","€1,410.75","€1,428.08","€1,445.40","€1,462.73","€1,480.05","€1,497.38","€1,514.70","€1,532.03","€1,549.35","€1,566.68","€1,584.00","€1,601.33","€1,618.65","€1,635.98","€1,653.30","€1,670.63","€1,687.95","€1,705.28","€1,722.60","€1,739.93","€1,757.25","€1,774.58","€1,791.90","€1,809.23","€1,826.55","€1,843.88","€1,861.20","€1,878.53","€1,895.85","€1,913.18","€1,930.50","€1,947.83","€1,965.15","€1,982.48","€1,999.80","€2,017.13","€2,034.45","€2,051.78","€2,069.10","€2,086.43","€2,103.75","€2,121.08","€2,138.40","€2,155.73","€2,173.05","€2,190.38","€2,207.70","€2,225.03","€2,242.35","€2,259.68","€2,277.00"
NL9,GB,BB,Export,€333.75,€353.78,€373.80,€393.83,€413.85,€433.88,€453.90,€473.93,€493.95,€513.98,€534.00,€554.03,€574.05,€594.08,€614.10,€634.13,€645.25,€660.83,€676.40,€691.98,€707.55,€723.13,€738.70,€754.28,€769.85,€785.43,€801.00,€816.58,€832.15,€847.73,€863.30,€878.88,€894.45,€910.03,€925.60,€941.18,€956.75,€972.33,€987.90,"€1,003.48","€1,019.05","€1,034.63","€1,050.20","€1,065.78","€1,081.35","€1,096.93","€1,112.50","€1,128.08","€1,143.65","€1,159.23","€1,174.80","€1,190.38","€1,205.95","€1,221.53","€1,237.10","€1,252.68","€1,268.25","€1,283.83","€1,299.40","€1,314.98","€1,330.55","€1,346.13","€1,361.70","€1,377.28","€1,392.85","€1,408.43","€1,424.00","€1,439.58","€1,455.15","€1,470.73","€1,486.30","€1,501.88","€1,517.45","€1,533.03","€1,548.60","€1,564.18","€1,579.75","€1,595.33","€1,610.90","€1,626.48","€1,642.05","€1,657.63","€1,673.20","€1,688.78","€1,704.35","€1,719.93","€1,735.50","€1,751.08","€1,766.65","€1,782.23","€1,797.80","€1,813.38","€1,828.95","€1,844.53","€1,860.10","€1,875.68","€1,891.25","€1,906.83","€1,922.40","€1,937.98","€1,953.55","€1,969.13","€1,984.70","€2,000.28","€2,015.85","€2,031.43","€2,047.00"
NL9,GB,BD,Export,€326.25,€345.83,€365.40,€384.98,€404.55,€424.13,€443.70,€463.28,€482.85,€502.43,€522.00,€541.58,€561.15,€580.73,€600.30,€619.88,€630.75,€645.98,€661.20,€676.43,€691.65,€706.88,€722.10,€737.33,€752.55,€767.78,€783.00,€798.23,€813.45,€828.68,€843.90,€859.13,€874.35,€889.58,€904.80,€920.03,€935.25,€950.48,€965.70,€980.93,€996.15,"€1,011.38","€1,026.60","€1,041.83","€1,057.05","€1,072.28","€1,087.50","€1,102.73","€1,117.95","€1,133.18","€1,148.40","€1,163.63","€1,178.85","€1,194.08","€1,209.30","€1,224.53","€1,239.75","€1,254.98","€1,270.20","€1,285.43","€1,300.65","€1,315.88","€1,331.10","€1,346.33","€1,361.55","€1,376.78","€1,392.00","€1,407.23","€1,422.45","€1,437.68","€1,452.90","€1,468.13","€1,483.35","€1,498.58","€1,513.80","€1,529.03","€1,544.25","€1,559.48","€1,574.70","€1,589.93","€1,605.15","€1,620.38","€1,635.60","€1,650.83","€1,666.05","€1,681.28","€1,696.50","€1,711.73","€1,726.95","€1,742.18","€1,757.40","€1,772.63","€1,787.85","€1,803.08","€1,818.30","€1,833.53","€1,848.75","€1,863.98","€1,879.20","€1,894.43","€1,909.65","€1,924.88","€1,940.10","€1,955.33","€1,970.55","€1,985.78","€2,001.00"
NL9,GB,BH,Export,€360.00,€381.60,€403.20,€424.80,€446.40,€468.00,€489.60,€511.20,€532.80,€554.40,€576.00,€597.60,€619.20,€640.80,€662.40,€684.00,€696.00,€712.80,€729.60,€746.40,€763.20,€780.00,€796.80,€813.60,€830.40,€847.20,€864.00,€880.80,€897.60,€914.40,€931.20,€948.00,€964.80,€981.60,€998.40,"€1,015.20","€1,032.00","€1,048.80","€1,065.60","€1,082.40","€1,099.20","€1,116.00","€1,132.80","€1,149.60","€1,166.40","€1,183.20","€1,200.00","€1,216.80","€1,233.60","€1,250.40","€1,267.20","€1,284.00","€1,300.80","€1,317.60","€1,334.40","€1,351.20","€1,368.00","€1,384.80","€1,401.60","€1,418.40","€1,435.20","€1,452.00","€1,468.80","€1,485.60","€1,502.40","€1,519.20","€1,536.00","€1,552.80","€1,569.60","€1,586.40","€1,603.20","€1,620.00","€1,636.80","€1,653.60","€1,670.40","€1,687.20","€1,704.00","€1,720.80","€1,737.60","€1,754.40","€1,771.20","€1,788.00","€1,804.80","€1,821.60","€1,838.40","€1,855.20","€1,872.00","€1,888.80","€1,905.60","€1,922.40","€1,939.20","€1,956.00","€1,972.80","€1,989.60","€2,006.40","€2,023.20","€2,040.00","€2,056.80","€2,073.60","€2,090.40","€2,107.20","€2,124.00","€2,140.80","€2,157.60","€2,174.40","€2,191.20","€2,208.00"
NL9,GB,BL,Export,€333.75,€353.78,€373.80,€393.83,€413.85,€433.88,€453.90,€473.93,€493.95,€513.98,€534.00,€554.03,€574.05,€594.08,€614.10,€634.13,€645.25,€660.83,€676.40,€691.98,€707.55,€723.13,€738.70,€754.28,€769.85,€785.43,€801.00,€816.58,€832.15,€847.73,€863.30,€878.88,€894.45,€910.03,€925.60,€941.18,€956.75,€972.33,€987.90,"€1,003.48","€1,019.05","€1,034.63","€1,050.20","€1,065.78","€1,081.35","€1,096.93","€1,112.50","€1,128.08","€1,143.65","€1,159.23","€1,174.80","€1,190.38","€1,205.95","€1,221.53","€1,237.10","€1,252.68","€1,268.25","€1,283.83","€1,299.40","€1,314.98","€1,330.55","€1,346.13","€1,361.70","€1,377.28","€1,392.85","€1,408.43","€1,424.00","€1,439.58","€1,455.15","€1,470.73","€1,486.30","€1,501.88","€1,517.45","€1,533.03","€1,548.60","€1,564.18","€1,579.75","€1,595.33","€1,610.90","€1,626.48","€1,642.05","€1,657.63","€1,673.20","€1,688.78","€1,704.35","€1,719.93","€1,735.50","€1,751.08","€1,766.65","€1,782.23","€1,797.80","€1,813.38","€1,828.95","€1,844.53","€1,860.10","€1,875.68","€1,891.25","€1,906.83","€1,922.40","€1,937.98","€1,953.55","€1,969.13","€1,984.70","€2,000.28","€2,015.85","€2,031.43","€2,047.00"
NL9,GB,BN,Export,€315.00,€333.90,€352.80,€371.70,€390.60,€409.50,€428.40,€447.30,€466.20,€485.10,€504.00,€522.90,€541.80,€560.70,€579.60,€598.50,€609.00,€623.70,€638.40,€653.10,€667.80,€682.50,€697.20,€711.90,€726.60,€741.30,€756.00,€770.70,€785.40,€800.10,€814.80,€829.50,€844.20,€858.90,€873.60,€888.30,€903.00,€917.70,€932.40,€947.10,€961.80,€976.50,€991.20,"€1,005.90","€1,020.60","€1,035.30","€1,050.00","€1,064.70","€1,079.40","€1,094.10","€1,108.80","€1,123.50","€1,138.20","€1,152.90","€1,167.60","€1,182.30","€1,197.00","€1,211.70","€1,226.40","€1,241.10","€1,255.80","€1,270.50","€1,285.20","€1,299.90","€1,314.60","€1,329.30","€1,344.00","€1,358.70","€1,373.40","€1,388.10","€1,402.80","€1,417.50","€1,432.20","€1,446.90","€1,461.60","€1,476.30","€1,491.00","€1,505.70","€1,520.40","€1,535.10","€1,549.80","€1,564.50","€1,579.20","€1,593.90","€1,608.60","€1,623.30","€1,638.00","€1,652.70","€1,667.40","€1,682.10","€1,696.80","€1,711.50","€1,726.20","€1,740.90","€1,755.60","€1,770.30","€1,785.00","€1,799.70","€1,814.40","€1,829.10","€1,843.80","€1,858.50","€1,873.20","€1,887.90","€1,902.60","€1,917.30","€1,932.00"
NL9,GB,BR,Export,€303.75,€321.98,€340.20,€358.43,€376.65,€394.88,€413.10,€431.33,€449.55,€467.78,€486.00,€504.23,€522.45,€540.68,€558.90,€577.13,€587.25,€601.43,€615.60,€629.78,€643.95,€658.13,€672.30,€686.48,€700.65,€714.83,€729.00,€743.18,€757.35,€771.53,€785.70,€799.88,€814.05,€828.23,€842.40,€856.58,€870.75,€884.93,€899.10,€913.28,€927.45,€941.63,€955.80,€969.98,€984.15,€998.33,"€1,012.50","€1,026.68","€1,040.85","€1,055.03","€1,069.20","€1,083.38","€1,097.55","€1,111.73","€1,125.90","€1,140.08","€1,154.25","€1,168.43","€1,182.60","€1,196.78","€1,210.95","€1,225.13","€1,239.30","€1,253.48","€1,267.65","€1,281.83","€1,296.00","€1,310.18","€1,324.35","€1,338.53","€1,352.70","€1,366.88","€1,381.05","€1,395.23","€1,409.40","€1,423.58","€1,437.75","€1,451.93","€1,466.10","€1,480.28","€1,494.45","€1,508.63","€1,522.80","€1,536.98","€1,551.15","€1,565.33","€1,579.50","€1,593.68","€1,607.85","€1,622.03","€1,636.20","€1,650.38","€1,664.55","€1,678.73","€1,692.90","€1,707.08","€1,721.25","€1,735.43","€1,749.60","€1,763.78","€1,777.95","€1,792.13","€1,806.30","€1,820.48","€1,834.65","€1,848.83","€1,863.00"
NL9,GB,BS,Export,€360.00,€381.60,€403.20,€424.80,€446.40,€468.00,€489.60,€511.20,€532.80,€554.40,€576.00,€597.60,€619.20,€640.80,€662.40,€684.00,€696.00,€712.80,€729.60,€746.40,€763.20,€780.00,€796.80,€813.60,€830.40,€847.20,€864.00,€880.80,€897.60,€914.40,€931.20,€948.00,€964.80,€981.60,€998.40,"€1,015.20","€1,032.00","€1,048.80","€1,065.60","€1,082.40","€1,099.20","€1,116.00","€1,132.80","€1,149.60","€1,166.40","€1,183.20","€1,200.00","€1,216.80","€1,233.60","€1,250.40","€1,267.20","€1,284.00","€1,300.80","€1,317.60","€1,334.40","€1,351.20","€1,368.00","€1,384.80","€1,401.60","€1,418.40","€1,435.20","€1,452.00","€1,468.80","€1,485.60","€1,502.40","€1,519.20","€1,536.00","€1,552.80","€1,569.60","€1,586.40","€1,603.20","€1,620.00","€1,636.80","€1,653.60","€1,670.40","€1,687.20","€1,704.00","€1,720.80","€1,737.60","€1,754.40","€1,771.20","€1,788.00","€1,804.80","€1,821.60","€1,838.40","€1,855.20","€1,872.00","€1,888.80","€1,905.60","€1,922.40","€1,939.20","€1,956.00","€1,972.80","€1,989.60","€2,006.40","€2,023.20","€2,040.00","€2,056.80","€2,073.60","€2,090.40","€2,107.20","€2,124.00","€2,140.80","€2,157.60","€2,174.40","€2,191.20","€2,208.00"
NL9,GB,CB,Export,€300.00,€318.00,€336.00,€354.00,€372.00,€390.00,€408.00,€426.00,€444.00,€462.00,€480.00,€498.00,€516.00,€534.00,€552.00,€570.00,€580.00,€594.00,€608.00,€622.00,€636.00,€650.00,€664.00,€678.00,€692.00,€706.00,€720.00,€734.00,€748.00,€762.00,€776.00,€790.00,€804.00,€818.00,€832.00,€846.00,€860.00,€874.00,€888.00,€902.00,€916.00,€930.00,€944.00,€958.00,€972.00,€986.00,"€1,000.00","€1,014.00","€1,028.00","€1,042.00","€1,056.00","€1,070.00","€1,084.00","€1,098.00","€1,112.00","€1,126.00","€1,140.00","€1,154.00","€1,168.00","€1,182.00","€1,196.00","€1,210.00","€1,224.00","€1,238.00","€1,252.00","€1,266.00","€1,280.00","€1,294.00","€1,308.00","€1,322.00","€1,336.00","€1,350.00","€1,364.00","€1,378.00","€1,392.00","€1,406.00","€1,420.00","€1,434.00","€1,448.00","€1,462.00","€1,476.00","€1,490.00","€1,504.00","€1,518.00","€1,532.00","€1,546.00","€1,560.00","€1,574.00","€1,588.00","€1,602.00","€1,616.00","€1,630.00","€1,644.00","€1,658.00","€1,672.00","€1,686.00","€1,700.00","€1,714.00","€1,728.00","€1,742.00","€1,756.00","€1,770.00","€1,784.00","€1,798.00","€1,812.00","€1,826.00","€1,840.00"
NL9,GB,CF,Export,€378.75,€401.48,€424.20,€446.93,€469.65,€492.38,€515.10,€537.83,€560.55,€583.28,€606.00,€628.73,€651.45,€674.18,€696.90,€719.63,€732.25,€749.93,€767.60,€785.28,€802.95,€820.63,€838.30,€855.98,€873.65,€891.33,€909.00,€926.68,€944.35,€962.03,€979.70,€997.38,"€1,015.05","€1,032.73","€1,050.40","€1,068.08","€1,085.75","€1,103.43","€1,121.10","€1,138.78","€1,156.45","€1,174.13","€1,191.80","€1,209.48","€1,227.15","€1,244.83","€1,262.50","€1,280.18","€1,297.85","€1,315.53","€1,333.20","€1,350.88","€1,368.55","€1,386.23","€1,403.90","€1,421.58","€1,439.25","€1,456.93","€1,474.60","€1,492.28","€1,509.95","€1,527.63","€1,545.30","€1,562.98","€1,580.65","€1,598.33","€1,616.00","€1,633.68","€1,651.35","€1,669.03","€1,686.70","€1,704.38","€1,722.05","€1,739.73","€1,757.40","€1,775.08","€1,792.75","€1,810.43","€1,828.10","€1,845.78","€1,863.45","€1,881.13","€1,898.80","€1,916.48","€1,934.15","€1,951.83","€1,969.50","€1,987.18","€2,004.85","€2,022.53","€2,040.20","€2,057.88","€2,075.55","€2,093.23","€2,110.90","€2,128.58","€2,146.25","€2,163.93","€2,181.60","€2,199.28","€2,216.95","€2,234.63","€2,252.30","€2,269.98","€2,287.65","€2,305.33","€2,323.00"
