Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6
NL,ES,35,Export,190.53,292.76,357.60,584.04,665.38,824.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,ES,36,Export,137.76,201.51,245.48,388.38,443.34,556.57,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,37,Export,133.36,193.82,235.58,371.90,423.55,530.19,799.20,897.65,1016.00,1075.78,1333.59,1376.94,1419.12,1503.50,1546.86,1632.40,1673.42
NL,ES,38,Export,190.53,292.76,357.60,584.04,665.38,824.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,ES,39,Export,128.97,185.02,224.60,352.10,401.57,501.60,779.29,875.38,990.22,1047.64,1298.43,1340.61,1380.46,1463.66,1505.84,1587.88,1628.89
NL,ES,40,Export,120.17,168.54,200.42,303.75,342.23,422.46,623.42,714.83,816.78,862.49,1061.70,1095.69,1127.33,1194.13,1228.12,1293.74,1326.54
NL,ES,41,Export,142.15,211.41,258.67,409.28,468.63,588.44,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,42,Export,132.27,192.73,234.50,367.50,418.07,519.19,617.57,663.27,764.05,809.76,993.75,1025.38,1054.68,1116.78,1148.42,1209.36,1239.83
NL,ES,43,Export,115.78,161.95,192.73,296.05,334.51,410.36,546.09,609.37,701.94,747.65,922.25,950.37,978.50,1031.24,1059.37,1115.61,1142.57
NL,ES,44,Export,133.36,193.82,235.58,371.90,423.55,530.19,632.80,714.83,816.78,862.49,1061.70,1095.69,1127.33,1194.13,1228.12,1293.74,1326.54
NL,ES,45,Export,120.17,168.54,200.42,303.75,342.23,422.46,650.38,744.14,846.08,894.13,1102.72,1137.88,1171.86,1241.00,1276.16,1344.12,1378.11
NL,ES,46,Export,128.97,185.02,224.60,352.10,401.57,501.60,623.42,713.67,816.78,862.49,1061.70,1095.69,1128.51,1194.13,1228.12,1293.74,1326.54
NL,ES,47,Export,132.27,192.73,234.50,367.50,418.07,519.19,641.00,734.75,836.72,883.59,1089.84,1123.82,1157.80,1224.60,1259.75,1327.72,1360.53
NL,ES,48,Export,116.88,163.04,193.82,298.25,336.73,412.57,510.93,570.69,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,49,Export,133.36,193.82,235.58,371.90,423.55,530.19,783.98,880.07,996.08,1054.68,1306.63,1348.81,1389.83,1473.03,1515.22,1598.42,1638.27
NL,ES,50,Export,128.97,185.02,224.60,352.10,401.57,501.60,598.82,624.61,719.52,766.40,942.18,971.48,999.60,1053.51,1082.80,1141.40,1168.35
NL,ES,AD,Export,137.76,201.51,245.48,388.38,444.45,557.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,ES,GI,Export,170.74,268.57,331.22,526.88,603.82,756.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,FI,00,Export,114.85,161.72,192.19,305.85,348.04,438.28,521.48,602.34,762.88,832.03,969.12,1037.10,1105.07,1215.22,1257.41,1340.61,1381.63
NL,FI,01,Export,114.85,161.72,192.19,305.85,348.04,438.28,521.48,602.34,762.88,832.03,969.12,1037.10,1105.07,1215.22,1257.41,1340.61,1381.63
NL,FI,02,Export,114.85,161.72,192.19,305.85,348.04,438.28,526.17,607.03,768.74,837.88,974.99,1044.13,1113.27,1223.43,1265.61,1349.98,1392.17
NL,FI,03,Export,130.07,186.32,225.00,356.24,405.46,508.59,569.53,625.78,788.67,860.15,1001.95,1072.26,1142.57,1257.41,1300.76,1387.48,1430.85
NL,FI,04,Export,130.07,186.32,225.00,356.24,405.46,508.59,569.53,611.71,774.60,843.74,982.02,1052.33,1121.46,1232.80,1274.99,1360.53,1402.71
NL,FI,05,Export,130.07,186.32,225.00,356.24,405.46,508.59,569.53,619.92,782.81,853.12,992.56,1062.88,1133.19,1245.69,1289.05,1374.59,1417.96
NL,FI,06,Export,130.07,186.32,225.00,356.24,405.46,508.59,569.53,622.26,785.14,855.46,997.25,1067.57,1137.88,1251.56,1294.91,1380.46,1423.81
NL,FI,07,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,639.84,803.90,876.55,1020.69,1093.35,1166.00,1282.02,1326.54,1415.61,1458.97
NL,FI,08,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,632.80,796.87,868.34,1011.33,1082.80,1154.29,1269.14,1313.65,1401.54,1444.91
NL,FI,09,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,643.36,808.59,881.23,1027.72,1100.38,1173.04,1290.22,1334.76,1424.98,1469.52
NL,FI,10,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,644.53,809.76,882.42,1027.72,1100.38,1174.20,1291.38,1335.92,1424.98,1469.52
NL,FI,11,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,632.80,796.87,868.34,1011.33,1083.97,1155.46,1270.30,1314.82,1401.54,1446.08
NL,FI,12,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,641.00,805.07,877.73,1023.04,1095.69,1168.35,1284.36,1328.90,1417.96,1462.49
NL,FI,13,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,646.86,812.10,884.76,1031.24,1103.89,1177.72,1296.07,1340.61,1429.67,1475.37
NL,FI,14,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,663.27,828.50,903.50,1053.51,1128.51,1203.50,1325.38,1371.08,1462.49,1508.18
NL,FI,15,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,645.69,810.92,883.59,1030.07,1102.72,1176.55,1293.74,1338.26,1428.50,1473.03
NL,FI,16,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,639.84,805.07,877.73,1021.86,1094.53,1167.17,1284.36,1327.72,1416.79,1461.31
NL,FI,17,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,671.48,837.88,914.05,1065.22,1141.40,1217.56,1340.61,1386.32,1480.06,1525.76
NL,FI,18,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,660.93,827.34,902.33,1051.15,1126.15,1201.16,1321.86,1367.56,1458.97,1504.68
NL,FI,19,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,683.20,850.77,928.11,1082.80,1160.15,1237.49,1361.70,1409.75,1503.50,1551.55
NL,FI,20,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,682.02,849.60,926.94,1081.63,1158.98,1235.14,1360.53,1407.41,1502.32,1549.19
NL,FI,21,Export,133.59,193.36,234.37,372.66,425.39,535.53,594.13,685.54,853.12,930.46,1086.31,1163.67,1241.00,1366.39,1413.27,1508.18,1556.24
NL,FI,23,Export,135.93,196.88,239.06,380.86,435.93,550.78,621.09,717.18,888.28,969.12,1130.84,1212.87,1293.74,1424.98,1474.21,1573.82,1623.03
NL,FI,24,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,658.58,824.99,899.99,1048.82,1123.82,1197.64,1318.34,1364.05,1455.45,1501.15
NL,FI,25,Export,135.93,196.88,239.06,380.86,435.93,550.78,618.74,666.79,833.19,909.36,1059.37,1135.54,1210.54,1332.40,1379.27,1470.68,1517.56
NL,FI,26,Export,135.93,196.88,239.06,380.86,435.93,550.78,626.95,723.04,894.13,974.99,1139.04,1221.08,1303.11,1434.36,1484.74,1585.53,1634.75
NL,FI,27,Export,135.93,196.88,239.06,380.86,435.93,550.78,618.74,697.25,866.01,944.52,1101.55,1181.24,1259.75,1387.48,1435.53,1531.61,1579.67
NL,FI,28,Export,135.93,196.88,239.06,380.86,435.93,550.78,616.40,711.31,881.23,960.93,1122.65,1202.33,1283.19,1413.27,1462.49,1560.92,1610.15
NL,FI,29,Export,138.28,201.56,246.09,393.74,451.17,569.53,637.49,735.94,907.02,990.22,1156.62,1239.83,1323.03,1457.79,1508.18,1610.15,1661.71
NL,FI,30,Export,132.43,189.84,229.68,364.45,416.01,522.64,585.93,653.90,819.14,892.96,1040.62,1114.44,1189.44,1307.80,1353.50,1443.73,1489.43
NL,FI,31,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,660.93,827.34,902.33,1052.33,1127.33,1201.16,1323.03,1368.74,1460.14,1505.84
NL,FI,32,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,669.13,835.54,910.54,1062.88,1137.88,1214.05,1335.92,1381.63,1475.37,1521.08
NL,FI,33,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,683.20,850.77,928.11,1082.80,1160.15,1237.49,1361.70,1409.75,1503.50,1551.55
NL,FI,34,Export,135.93,196.88,239.06,380.86,435.93,550.78,633.98,731.25,903.50,985.53,1151.94,1233.98,1317.18,1450.77,1501.15,1603.11,1653.50
NL,FI,35,Export,135.93,196.88,239.06,380.86,435.93,550.78,624.61,721.87,891.79,973.81,1136.71,1218.74,1300.76,1432.01,1482.41,1582.01,1632.40
NL,FI,36,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,676.16,843.74,919.91,1073.42,1149.60,1225.76,1348.81,1395.69,1489.43,1536.31
NL,FI,37,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,666.79,834.36,909.36,1060.53,1135.54,1211.71,1333.59,1379.27,1471.86,1518.73
NL,FI,38,Export,135.93,196.88,239.06,380.86,435.93,550.78,629.29,726.56,897.65,979.68,1143.73,1225.76,1307.80,1440.22,1490.61,1591.40,1641.77
NL,FI,39,Export,135.93,196.88,239.06,380.86,435.93,550.78,614.05,708.98,878.90,958.59,1119.13,1199.99,1279.67,1409.75,1458.97,1557.41,1606.62
NL,FI,40,Export,135.93,196.88,239.06,380.86,435.93,550.78,624.61,721.87,891.79,973.81,1136.71,1218.74,1300.76,1432.01,1482.41,1582.01,1632.40
NL,FI,41,Export,138.28,201.56,246.09,393.74,451.17,569.53,641.00,727.72,898.81,980.85,1146.09,1228.12,1310.14,1442.56,1494.12,1594.90,1645.29
NL,FI,42,Export,135.93,196.88,239.06,380.86,435.93,550.78,618.74,700.78,869.52,949.21,1107.41,1187.10,1265.61,1393.34,1442.56,1539.83,1587.88
NL,FI,43,Export,138.28,201.56,246.09,393.74,451.17,569.53,650.38,749.99,923.43,1007.80,1177.72,1263.27,1347.65,1484.74,1537.48,1640.61,1693.34
NL,FI,44,Export,138.28,201.56,246.09,393.74,451.17,569.53,642.18,740.62,912.88,997.25,1164.83,1248.03,1332.40,1467.16,1518.73,1621.86,1672.24
NL,FI,45,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,662.10,828.50,903.50,1053.51,1128.51,1203.50,1324.20,1369.90,1461.31,1508.18
NL,FI,46,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,664.44,830.85,905.86,1055.84,1130.84,1205.85,1327.72,1373.42,1465.99,1511.70
NL,FI,47,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,662.10,828.50,903.50,1053.51,1128.51,1203.50,1324.20,1369.90,1461.31,1508.18
NL,FI,48,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,659.76,824.99,899.99,1049.99,1123.82,1198.82,1319.51,1365.22,1456.63,1502.32
NL,FI,49,Export,133.59,193.36,234.37,372.66,425.39,535.53,601.17,665.63,832.03,907.02,1058.20,1133.19,1208.18,1330.07,1375.77,1468.35,1514.05
NL,FI,50,Export,135.93,196.88,239.06,380.86,435.93,550.78,618.74,703.12,873.04,952.73,1112.09,1191.78,1271.47,1399.21,1448.42,1545.69,1594.90
NL,FI,51,Export,138.28,201.56,246.09,393.74,451.17,569.53,641.00,724.21,895.30,977.33,1141.40,1223.43,1305.45,1436.70,1487.10,1587.88,1638.27
NL,FI,52,Export,138.28,201.56,246.09,393.74,451.17,569.53,641.00,713.67,884.76,965.62,1127.33,1208.18,1287.88,1419.12,1468.35,1566.77,1617.17
NL,FI,53,Export,135.93,196.88,239.06,380.86,435.93,550.78,618.74,700.78,870.70,950.37,1108.58,1188.27,1267.95,1395.69,1443.73,1541.00,1590.21
NL,FI,54,Export,135.93,196.88,239.06,380.86,435.93,550.78,615.23,710.14,880.07,959.75,1121.46,1201.16,1282.02,1410.92,1460.14,1558.57,1607.79
NL,FI,55,Export,138.28,201.56,246.09,393.74,451.17,569.53,641.00,717.18,887.10,967.95,1130.84,1211.71,1292.57,1423.81,1473.03,1572.63,1623.03
NL,FI,56,Export,138.28,201.56,246.09,393.74,451.17,569.53,641.00,724.21,895.30,977.33,1141.40,1223.43,1305.45,1436.70,1487.10,1587.88,1638.27
NL,FI,57,Export,138.28,201.56,246.09,393.74,451.17,569.53,652.73,752.33,925.77,1011.33,1181.24,1266.78,1352.34,1489.43,1541.00,1645.29,1698.03
NL,FI,58,Export,138.28,201.56,246.09,393.74,451.17,569.53,655.07,757.02,929.29,1014.83,1187.10,1272.64,1358.19,1496.47,1548.03,1653.50,1705.06
NL,FI,59,Export,138.28,201.56,246.09,393.74,451.17,569.53,645.69,745.30,917.57,1001.95,1170.69,1255.06,1339.44,1475.37,1526.95,1630.06,1681.62
NL,FI,60,Export,138.28,201.56,246.09,393.74,451.17,569.53,663.27,765.23,939.83,1026.55,1199.99,1286.71,1373.42,1512.87,1565.61,1672.24,1724.97
NL,FI,61,Export,138.28,201.56,246.09,393.74,451.17,569.53,658.58,760.54,933.97,1020.69,1192.96,1278.50,1365.22,1503.50,1556.24,1661.71,1714.44
NL,FI,62,Export,138.28,201.56,246.09,393.74,451.17,569.53,672.65,775.76,951.55,1039.44,1215.22,1303.11,1391.00,1532.80,1586.70,1694.51,1748.42
NL,FI,63,Export,138.28,201.56,246.09,393.74,451.17,569.53,657.42,759.37,932.80,1018.35,1190.61,1276.16,1362.88,1501.15,1553.88,1659.35,1710.91
NL,FI,64,Export,138.28,201.56,246.09,393.74,451.17,569.53,655.07,757.02,929.29,1014.83,1187.10,1272.64,1358.19,1496.47,1548.03,1653.50,1705.06
NL,FI,65,Export,146.48,216.79,264.83,421.87,481.64,608.20,689.06,791.01,970.31,1060.53,1241.00,1330.07,1420.29,1565.61,1620.69,1730.84,1785.92
NL,FI,66,Export,146.48,216.79,264.83,421.87,481.64,608.20,700.78,802.72,986.70,1078.11,1260.92,1353.50,1444.91,1592.57,1648.81,1760.13,1816.38
NL,FI,67,Export,146.48,216.79,264.83,421.87,481.64,608.20,712.50,814.45,1000.77,1093.35,1279.67,1372.25,1465.99,1616.00,1672.24,1787.09,1843.34
NL,FI,68,Export,147.65,219.14,268.36,427.73,488.66,616.40,710.14,810.92,997.25,1089.84,1274.99,1367.56,1460.14,1610.15,1666.39,1780.06,1837.48
NL,FI,69,Export,148.82,222.65,273.05,435.93,499.21,630.47,719.52,821.47,1008.97,1102.72,1291.38,1385.14,1478.89,1631.23,1688.66,1803.50,1860.92
NL,FI,70,Export,138.28,201.56,246.09,393.74,451.17,569.53,671.48,773.43,949.21,1037.10,1211.71,1299.60,1387.48,1528.11,1582.01,1689.82,1743.74
NL,FI,71,Export,146.48,216.79,264.83,421.87,481.64,608.20,693.74,795.70,976.17,1067.57,1248.03,1339.44,1429.67,1574.99,1631.23,1741.38,1797.64
NL,FI,72,Export,146.48,216.79,264.83,421.87,481.64,608.20,682.02,767.57,941.01,1027.72,1201.16,1287.88,1375.77,1515.22,1567.95,1674.60,1727.33
NL,FI,73,Export,146.48,216.79,264.83,421.87,481.64,608.20,693.74,795.70,976.17,1067.57,1248.03,1339.44,1429.67,1574.99,1631.23,1741.38,1797.64
NL,FI,74,Export,146.48,216.79,264.83,421.87,481.64,608.20,704.29,806.24,990.22,1081.63,1265.61,1358.19,1449.59,1598.42,1654.66,1767.18,1823.42
NL,FI,75,Export,148.82,222.65,273.05,435.93,499.21,630.47,720.69,822.65,1011.33,1105.07,1293.74,1388.65,1482.41,1634.75,1692.17,1807.00,1864.43
NL,FI,76,Export,138.28,201.56,246.09,393.74,451.17,569.53,633.98,731.25,903.50,985.53,1151.94,1233.98,1317.18,1450.77,1501.15,1603.11,1653.50
NL,FI,77,Export,138.28,201.56,246.09,393.74,451.17,569.53,650.38,749.99,923.43,1007.80,1177.72,1263.27,1347.65,1484.74,1537.48,1640.61,1693.34
NL,FI,78,Export,138.28,201.56,246.09,393.74,451.17,569.53,646.86,746.47,918.74,1003.11,1171.86,1256.24,1340.61,1476.55,1528.11,1631.23,1683.97
NL,FI,79,Export,146.48,216.79,264.83,421.87,481.64,608.20,682.02,754.68,928.11,1013.66,1183.58,1269.14,1354.67,1492.95,1544.52,1649.98,1701.54
NL,FI,80,Export,146.48,216.79,264.83,421.87,481.64,608.20,699.60,801.56,985.53,1076.95,1259.75,1351.16,1442.56,1590.21,1645.29,1757.80,1814.05
NL,FI,81,Export,148.82,222.65,273.05,435.93,499.21,630.47,730.08,830.85,1021.86,1116.78,1307.80,1402.71,1497.64,1652.33,1709.75,1826.94,1885.52
NL,FI,82,Export,146.48,216.79,264.83,421.87,481.64,608.20,712.50,813.28,999.60,1093.35,1278.50,1372.25,1464.83,1614.83,1672.24,1785.92,1842.16
NL,FI,83,Export,148.82,222.65,273.05,435.93,499.21,630.47,707.81,788.67,967.95,1058.20,1237.49,1326.54,1416.79,1560.92,1616.00,1726.16,1781.23
NL,FI,84,Export,148.82,222.65,273.05,435.93,499.21,630.47,720.69,822.65,1011.33,1105.07,1293.74,1388.65,1482.41,1634.75,1692.17,1807.00,1864.43
NL,FI,85,Export,148.82,222.65,273.05,435.93,499.21,630.47,738.27,839.05,1032.41,1128.51,1321.86,1417.96,1515.22,1669.91,1729.66,1846.85,1906.62
NL,FI,86,Export,148.82,222.65,273.05,435.93,499.21,630.47,734.75,836.72,1028.90,1124.99,1316.01,1412.10,1508.18,1664.04,1722.64,1839.82,1898.42
NL,FI,87,Export,148.82,222.65,273.05,435.93,499.21,630.47,737.10,839.05,1031.24,1127.33,1320.69,1416.79,1512.87,1668.73,1727.33,1845.69,1904.27
NL,FI,88,Export,148.82,222.65,273.05,435.93,499.21,630.47,751.16,851.94,1048.82,1147.25,1342.96,1441.39,1539.83,1698.03,1757.80,1878.50,1938.26
NL,FI,89,Export,157.03,237.90,291.79,467.58,535.53,677.34,778.12,880.07,1083.97,1185.92,1389.83,1491.79,1593.73,1757.80,1819.91,1944.12,2007.41
NL,FI,90,Export,155.86,236.71,290.62,465.23,533.20,673.82,759.37,860.15,1058.20,1157.80,1355.84,1455.45,1555.06,1714.44,1775.37,1897.25,1958.18
NL,FI,91,Export,155.86,236.71,290.62,465.23,533.20,673.82,772.26,873.04,1075.78,1176.55,1378.11,1478.89,1580.84,1743.74,1804.67,1928.89,1990.99
NL,FI,92,Export,155.86,236.71,290.62,465.23,533.20,673.82,758.19,858.98,1057.01,1156.62,1354.67,1453.10,1552.72,1712.09,1773.03,1893.73,1954.67
NL,FI,93,Export,155.86,236.71,290.62,465.23,533.20,673.82,789.83,892.96,1100.38,1204.68,1410.92,1515.22,1618.34,1785.92,1849.20,1975.76,2040.21
NL,FI,94,Export,155.86,236.71,290.62,465.23,533.20,673.82,795.70,901.17,1110.93,1215.22,1424.98,1529.28,1633.58,1802.33,1866.78,1994.51,2058.96
NL,FI,95,Export,155.86,236.71,290.62,465.23,533.20,673.82,805.07,910.54,1122.65,1229.29,1440.22,1546.86,1652.33,1823.42,1889.04,2017.94,2083.57
NL,FI,96,Export,155.86,236.71,290.62,465.23,533.20,673.82,833.19,944.52,1164.83,1276.16,1496.47,1606.62,1717.95,1896.08,1962.87,2098.81,2166.77
NL,FI,97,Export,155.86,236.71,290.62,465.23,533.20,673.82,834.36,944.52,1166.00,1277.33,1497.64,1608.97,1719.12,1897.25,1965.21,2099.97,2167.95
NL,FI,98,Export,269.53,380.86,433.59,609.37,677.34,821.47,908.19,971.48,1198.82,1313.65,1541.00,1655.84,1769.51,1953.49,2023.80,2163.26,2232.40
NL,FR,01,Export,114.30,156.09,181.96,274.48,311.30,375.97,657.42,680.85,751.16,774.60,834.36,882.42,929.29,1024.21,1073.42,1167.17,1205.85
NL,FR,02,Export,95.40,125.25,138.18,196.89,220.75,259.57,401.95,427.73,466.40,485.15,516.79,530.86,543.75,570.69,584.76,611.71,624.61
NL,FR,03,Export,114.30,155.09,175.99,254.58,287.43,341.14,626.95,651.55,717.18,738.27,806.24,851.94,896.48,983.19,1027.72,1115.61,1157.80
NL,FR,04,Export,153.10,232.70,272.49,416.77,478.45,561.02,945.69,971.48,1041.79,1110.93,1192.96,1251.56,1308.96,1423.81,1482.41,1597.25,1654.66
NL,FR,05,Export,143.16,212.79,247.62,373.98,428.71,497.35,1058.20,1087.49,1166.00,1230.45,1312.49,1379.27,1443.73,1572.63,1638.27,1765.99,1829.27
NL,FR,06,Export,132.20,192.90,225.74,346.13,396.85,472.47,1058.20,1093.35,1164.83,1230.45,1312.49,1379.27,1443.73,1572.63,1637.08,1765.99,1829.27
NL,FR,07,Export,114.30,156.09,181.96,274.48,311.30,375.97,755.85,781.63,862.49,889.44,976.17,1028.90,1080.46,1182.41,1228.12,1316.01,1360.53
NL,FR,08,Export,95.40,125.25,138.18,196.89,220.75,259.57,352.73,366.80,400.77,412.50,432.42,442.97,452.33,471.08,483.98,506.24,516.79
NL,FR,09,Export,152.11,231.70,271.49,413.77,475.46,558.05,843.74,868.34,941.01,992.56,1072.26,1134.36,1189.44,1291.38,1342.96,1446.08,1496.47
NL,FR,10,Export,103.36,138.18,156.09,229.71,259.57,309.31,453.50,475.77,519.14,534.37,590.62,622.26,651.55,713.67,745.30,806.24,836.72
NL,FR,11,Export,152.11,231.70,271.49,413.77,475.46,558.05,938.66,964.44,1033.57,1102.72,1183.58,1243.34,1301.94,1415.61,1473.03,1586.70,1642.95
NL,FR,12,Export,127.24,181.96,210.81,315.28,358.06,419.74,870.70,896.48,969.12,1023.04,1106.24,1168.35,1219.91,1326.54,1380.46,1485.93,1537.48
NL,FR,13,Export,131.21,186.94,216.78,321.25,364.03,433.68,821.47,844.91,904.67,965.62,1040.62,1102.72,1161.31,1260.92,1311.32,1410.92,1460.14
NL,FR,14,Export,114.30,155.09,175.99,254.58,287.43,341.14,478.13,501.56,548.43,564.84,624.61,657.42,689.06,753.52,787.49,853.12,884.76
NL,FR,15,Export,121.26,172.01,198.88,301.34,345.12,405.81,742.96,767.57,847.26,874.21,957.41,1010.14,1061.70,1163.67,1208.18,1296.07,1339.44
NL,FR,16,Export,120.28,166.04,189.93,276.48,312.30,367.01,768.74,792.18,875.38,904.67,989.06,1044.13,1096.86,1197.64,1243.34,1334.76,1379.27
NL,FR,17,Export,120.28,166.04,189.93,276.48,312.30,367.01,744.14,768.74,848.43,875.38,958.59,1011.33,1061.70,1166.00,1210.54,1298.43,1341.78
NL,FR,18,Export,114.30,155.09,175.99,254.58,287.43,341.14,570.69,594.13,652.73,673.82,745.30,785.14,823.82,901.17,939.83,1017.18,1054.68
NL,FR,19,Export,121.26,172.01,198.88,301.34,345.12,405.81,672.65,696.09,767.57,792.18,869.52,916.39,962.10,1055.84,1102.72,1190.61,1229.29
NL,FR,21,Export,114.30,155.09,175.99,254.58,287.43,341.14,604.68,631.63,692.56,713.67,787.49,829.68,869.52,952.73,994.91,1076.95,1117.96
NL,FR,22,Export,120.28,166.04,189.93,276.48,312.30,367.01,724.21,748.83,826.16,851.94,917.57,971.48,1024.21,1127.33,1178.89,1266.78,1310.14
NL,FR,23,Export,120.28,166.04,189.93,276.48,312.30,367.01,783.98,807.41,892.96,922.25,1006.64,1061.70,1116.78,1217.56,1264.45,1357.02,1402.71
NL,FR,24,Export,120.28,166.04,189.93,276.48,312.30,367.01,760.54,786.32,868.34,895.30,979.68,1034.76,1086.31,1188.27,1233.98,1323.03,1366.39
NL,FR,25,Export,120.28,166.04,189.93,276.48,312.30,367.01,575.38,597.65,658.58,678.51,740.62,782.81,822.65,903.50,944.52,1024.21,1064.05
NL,FR,26,Export,114.30,156.09,181.96,274.48,311.30,375.97,724.21,747.65,824.99,851.94,933.97,984.37,1033.57,1134.36,1182.41,1267.95,1310.14
NL,FR,27,Export,103.36,138.18,156.09,229.71,259.57,309.31,455.86,472.27,517.95,537.89,656.24,680.85,703.12,749.99,773.43,819.14,841.40
NL,FR,28,Export,103.36,138.18,156.09,229.71,259.57,309.31,465.23,482.81,529.68,549.60,672.65,697.25,719.52,767.57,791.01,837.88,861.32
NL,FR,29,Export,121.26,172.01,198.88,301.34,345.12,405.81,793.34,816.78,890.61,932.80,1013.66,1072.26,1128.51,1226.93,1276.16,1371.08,1417.96
NL,FR,30,Export,127.24,181.96,210.81,315.28,358.06,419.74,863.65,889.44,962.10,1016.00,1096.86,1160.15,1212.87,1317.18,1371.08,1475.37,1528.11
NL,FR,31,Export,152.11,231.70,271.49,413.77,475.46,558.05,821.47,847.26,935.15,965.62,1054.68,1113.27,1168.35,1265.61,1314.82,1412.10,1460.14
NL,FR,32,Export,127.24,181.96,210.81,315.28,358.06,419.74,899.99,924.60,991.39,1058.20,1140.23,1201.16,1256.24,1365.22,1421.48,1530.45,1584.35
NL,FR,33,Export,121.26,172.01,198.88,301.34,345.12,405.81,808.59,833.19,905.86,950.37,1033.57,1092.17,1148.42,1246.87,1297.25,1394.52,1441.39
NL,FR,34,Export,132.20,192.90,225.74,346.13,396.85,472.47,901.17,928.11,993.75,1059.37,1142.57,1202.33,1257.41,1367.56,1422.64,1532.80,1585.53
NL,FR,35,Export,120.28,166.04,189.93,276.48,312.30,367.01,670.30,694.92,765.23,788.67,850.77,899.99,948.04,1044.13,1094.53,1187.10,1225.76
NL,FR,36,Export,114.30,155.09,175.99,254.58,287.43,341.14,583.59,607.03,666.79,689.06,760.54,801.56,841.40,919.91,959.75,1039.44,1079.28
NL,FR,37,Export,114.30,155.09,175.99,254.58,287.43,341.14,583.59,607.03,667.96,689.06,761.71,802.72,841.40,921.08,960.93,1040.62,1079.28
NL,FR,38,Export,114.30,156.09,181.96,274.48,311.30,375.97,767.57,792.18,874.21,903.50,986.70,1041.79,1094.53,1196.47,1242.18,1333.59,1378.11
